text,label
inside i feel neutral while coming back home from work while i am doing my normal tasks,neutral
these days i feel boiling inside while after a bad meeting at work without any special reason today,angry
today i feel furious while when someone blames me for their mistake and i am trying to notice my mood,angry
inside i feel furious while when my plans are cancelled last minute and i am taking a short break,angry
right now i feel calm while answering emails and i am taking a short break,neutral
today i feel disappointed while missing my friends and i am taking a short break,sad
right now i feel annoyed while when someone cuts me off in traffic and i am thinking about my day,angry
today i feel frustrated while when things keep going wrong after a long day,angry
today i feel content while drinking tea in the evening and i am trying to stay present,happy
im continually feeling triggered im not sure if people are insensitive or if im selfish most likely the latter,happy
these days i feel content while spending time with my family and i am trying to notice my mood,happy
right now i feel annoyed while when someone cuts me off in traffic and i am trying to stay present,angry
today i feel steady while organising my room and i am trying to stay present,neutral
inside i feel unhappy while remembering old mistakes after a long day,sad
today i feel restless while trying to fall asleep at night and i am trying to notice my mood,anxious
inside i feel joyful while relaxing at home after a long day and i am writing it down in my journal,happy
right now i feel neutral while coming back home from work and i am trying to notice my mood,neutral
sometimes i feel balanced while doing my daily routine and i quietly accept this feeling,neutral
lately i have been feeling boiling inside while when someone blames me for their mistake without any special reason today,angry
lately i have been feeling proud while going out for dinner and i am trying to notice my mood,happy
this evening i feel irritated while when someone blames me for their mistake while i am doing my normal tasks,angry
inside i feel normal while walking to the shop and i am trying to take care of myself,neutral
inside i feel neutral while sitting quietly on the sofa after a long day,neutral
today i feel mad while when things keep going wrong and i am paying attention to my thoughts,angry
ive been feeling a bit shitty about myself these past few days and there has been a sudden drop of self esteem going on,sad
sometimes i feel unhappy while coming back from a bad day at work and i quietly accept this feeling,sad
inside i feel sad while walking home in the rain and i am writing it down in my journal,sad
this evening i feel balanced while sitting quietly on the sofa and i am taking a short break,neutral
just i went to the store today at the office,neutral
this evening i feel grateful while reading a good book and i am just breathing slowly,happy
lately i have been feeling furious while after a long and stressful day and i am taking a short break,angry
these days i feel okay while getting ready for the day and i am trying to take care of myself,neutral
inside i feel annoyed while after arguing with a friend and i am thinking about my day,angry
this evening i feel grateful while listening to my favourite music while i am doing my normal tasks,happy
right now i feel furious while when things keep going wrong and i quietly accept this feeling,angry
i would like you to start with asking yourself these questions with you feel stressed,angry
these days i feel angry while when people do not listen to me and i am writing it down in my journal,angry
inside i feel angry while after waiting in a long line without any special reason today,angry
this evening i feel anxious while before meeting new people and i am taking a short break,anxious
lately i have been feeling neutral while doing my daily routine and i quietly accept this feeling,neutral
this evening i feel mad while after waiting in a long line without any special reason today,angry
this evening i feel calm while coming back home from work and i am trying to notice my mood,neutral
this evening i feel restless while before meeting new people and i am taking a short break,anxious
i had never grumbled or feel unhappy to help them even if it is exam lord,sad
i know both of them feel threatened by the job i do even after long years but i get really tired of the ganging up i get from them,anxious
this evening i feel angry while when someone cuts me off in traffic without any special reason today,angry
sometimes i feel angry while after reading rude comments online and i quietly accept this feeling,angry
sometimes i feel restless while before an important exam without any special reason today,anxious
these days i feel frustrated while after arguing with a friend and i am trying to notice my mood,angry
lately i have been feeling neutral while walking to the shop and i am trying to take care of myself,neutral
this morning i felt heartbroken while trying to sleep but failing and i am just breathing slowly,sad
inside i feel proud while having a walk in the park and i am paying attention to my thoughts,happy
these days i feel disappointed while looking at old photos while i am doing my normal tasks,sad
right now i feel heartbroken while scrolling through social media and i am just breathing slowly,sad
lately i have been feeling mad while after waiting in a long line and i am trying to stay present,angry
this morning i felt frustrated while after reading rude comments online and i am just breathing slowly,angry
this morning i felt upset while scrolling through social media and i am trying to stay present,sad
lately i have been feeling proud while going out for dinner and i quietly accept this feeling,happy
this evening i feel thankful while having a walk in the park without any special reason today,happy
today i feel anxious while while waiting for a message without any special reason today,anxious
today i feel angry while when people do not listen to me while i am doing my normal tasks,angry
inside i feel grateful while reading a good book without any special reason today,happy
lately i have been feeling furious while when someone cuts me off in traffic while i am doing my normal tasks,angry
today i feel unhappy while missing my friends and i am just breathing slowly,sad
lately i have been feeling nervous while before an important exam and i am just breathing slowly,anxious
right now i feel excited while finishing my work on time and i am trying to stay present,happy
inside i feel boiling inside while when people do not listen to me and i quietly accept this feeling,angry
these days i feel normal while getting ready for the day and i am trying to take care of myself,neutral
right now i feel on edge while waiting for test results and i am thinking about my day,anxious
this morning i felt angry while when things keep going wrong and i am taking a short break,angry
this evening i feel anxious while before meeting new people and i am thinking about my day,anxious
right now i feel steady while coming back home from work without any special reason today,neutral
today i feel glad while relaxing at home after a long day without any special reason today,happy
sometimes i feel grateful while going out for dinner and i am trying to notice my mood,happy
this evening i feel restless while while waiting for a message and i am trying to take care of myself,anxious
these days i feel tense while before giving a presentation and i am writing it down in my journal,anxious
this evening i feel disappointed while looking at old photos and i am trying to take care of myself,sad
these days i feel restless while before giving a presentation and i am paying attention to my thoughts,anxious
just i watched tv in the evening at the office,neutral
lately i have been feeling on edge while before giving a presentation and i am writing it down in my journal,anxious
this morning i felt okay while sitting quietly on the sofa while i am doing my normal tasks,neutral
right now i feel proud while listening to my favourite music while i am doing my normal tasks,happy
lately i have been feeling mad while when people do not listen to me and i am paying attention to my thoughts,angry
lately i have been feeling uneasy while before a job interview while i am doing my normal tasks,anxious
this evening i feel anxious while waiting for test results and i am writing it down in my journal,anxious
im not feeling homesick yet so im feeling alright about this,sad
i know im making a big deal out of it but i quite feel shocked that i can drive,anxious
inside i feel irritated while after a long and stressful day while i am doing my normal tasks,angry
i done something that i didn t feel inspired or challenged by,happy
this morning i felt uneasy while before an important exam and i am paying attention to my thoughts,anxious
this evening i feel frustrated while when someone cuts me off in traffic and i am trying to take care of myself,angry
lately i have been feeling down while thinking about my problems and i am just breathing slowly,sad
this morning i felt worried while before an important exam and i am paying attention to my thoughts,anxious
i had a feeling this little girl was going to arrive soon but i still felt very unsure of when it would actually happen,anxious
lately i have been feeling anxious while when i see many tasks on my list and i am thinking about my day,anxious
this evening i feel grateful while listening to my favourite music after a long day,happy
this evening i feel glad while reading a good book without any special reason today,happy
today i feel normal while cleaning the house while i am doing my normal tasks,neutral
inside i feel restless while before a job interview and i am writing it down in my journal,anxious
inside i feel on edge while while waiting for a message while i am doing my normal tasks,anxious
i feel at the person who broke in and stole my gift which represents a very nice memory and turning it into something not so nice,sad
lately i have been feeling heartbroken while remembering old mistakes without any special reason today,sad
today i feel tense while while checking my emails and i am paying attention to my thoughts,anxious
right now i feel thankful while relaxing at home after a long day and i am just breathing slowly,happy
im a huge fan of both london grammar and disclosure so in my eyes this is just a perfect collaboration and it definitely helps to make me feel creative,happy
today i feel excited while going out for dinner and i am just breathing slowly,happy
these days i feel okay while answering emails and i am trying to stay present,neutral
these days i feel joyful while talking with my friends while i am doing my normal tasks,happy
this evening i feel boiling inside while after a long and stressful day and i am writing it down in my journal,angry
this morning i felt worried while waiting for test results and i am writing it down in my journal,anxious
this evening i feel drained while coming back from a bad day at work and i am trying to notice my mood,sad
these days i feel annoyed while after waiting in a long line and i am trying to notice my mood,angry
these days i feel thankful while relaxing at home after a long day and i am just breathing slowly,happy
this evening i feel steady while walking to the shop and i am paying attention to my thoughts,neutral
this morning i felt grateful while talking with my friends after a long day,happy
sometimes i feel unhappy while sitting quietly after an argument and i am trying to stay present,sad
inside i feel calm while cooking a simple meal without any special reason today,neutral
sometimes i feel normal while sitting quietly on the sofa and i quietly accept this feeling,neutral
these days i feel stressed while trying to fall asleep at night and i am trying to notice my mood,anxious
right now i feel frustrated while after waiting in a long line and i am trying to stay present,angry
inside i feel disappointed while coming back from a bad day at work and i am trying to stay present,sad
inside i feel boiling inside while after a long and stressful day and i quietly accept this feeling,angry
lately i have been feeling balanced while walking to the shop and i am thinking about my day,neutral
lately i have been feeling restless while while waiting for a message and i am just breathing slowly,anxious
this morning i felt furious while when someone cuts me off in traffic without any special reason today,angry
this evening i feel lonely while thinking about my problems and i am just breathing slowly,sad
sometimes i feel mad while when someone cuts me off in traffic and i am thinking about my day,angry
right now i feel nervous while before giving a presentation and i am writing it down in my journal,anxious
lately i have been feeling annoyed while when things keep going wrong and i am paying attention to my thoughts,angry
inside i feel okay while getting ready for the day after a long day,neutral
this evening i feel lonely while thinking about my problems and i am trying to stay present,sad
inside i feel proud while reading a good book without any special reason today,happy
today i feel fine while answering emails and i am just breathing slowly,neutral
this evening i feel glad while talking with my friends and i quietly accept this feeling,happy
sometimes i feel steady while cooking a simple meal and i am just breathing slowly,neutral
these days i feel joyful while drinking tea in the evening while i am doing my normal tasks,happy
inside i feel nervous while when i see many tasks on my list while i am doing my normal tasks,anxious
lately i have been feeling fine while cleaning the house and i am writing it down in my journal,neutral
these days i feel boiling inside while when people do not listen to me and i am paying attention to my thoughts,angry
this evening i feel joyful while playing games with my siblings and i am just breathing slowly,happy
these days i feel nervous while waiting for test results and i quietly accept this feeling,anxious
these days i feel glad while reading a good book and i am just breathing slowly,happy
inside i feel tense while trying to fall asleep at night and i am trying to take care of myself,anxious
lately i have been feeling irritated while after a long and stressful day while i am doing my normal tasks,angry
this evening i feel unhappy while scrolling through social media and i quietly accept this feeling,sad
this morning i felt okay while walking to the shop and i am just breathing slowly,neutral
today i feel joyful while relaxing at home after a long day and i am just breathing slowly,happy
inside i feel frustrated while when someone blames me for their mistake and i am paying attention to my thoughts,angry
these days i feel angry while after a bad meeting at work and i am trying to take care of myself,angry
sometimes i feel tense while before an important exam and i quietly accept this feeling,anxious
this evening i feel worried while when i think about the future and i am thinking about my day,anxious
this evening i feel unhappy while looking at old photos and i am trying to notice my mood,sad
lately i have been feeling heartbroken while thinking about my problems and i am taking a short break,sad
sometimes i feel content while having a walk in the park while i am doing my normal tasks,happy
this evening i feel unhappy while scrolling through social media and i am just breathing slowly,sad
lately i have been feeling mad while when someone blames me for their mistake and i am writing it down in my journal,angry
inside i feel sad while trying to sleep but failing and i am taking a short break,sad
lately i have been feeling lonely while thinking about my problems and i am trying to take care of myself,sad
sometimes i feel drained while thinking about my problems and i am paying attention to my thoughts,sad
lately i have been feeling annoyed while after reading rude comments online and i am trying to take care of myself,angry
lately i have been feeling down while being alone in my room and i am trying to stay present,sad
right now i feel stressed while before a job interview and i am writing it down in my journal,anxious
these days i feel restless while before a job interview and i quietly accept this feeling,anxious
lately i have been feeling disappointed while remembering old mistakes without any special reason today,sad
this evening i feel stressed while while checking my emails and i am trying to stay present,anxious
sometimes i feel glad while spending time with my family and i am trying to stay present,happy
this evening i feel glad while relaxing at home after a long day and i am thinking about my day,happy
these days i feel tense while before an important exam after a long day,anxious
lately i have been feeling tense while while checking my emails and i am trying to notice my mood,anxious
this evening i feel annoyed while when things keep going wrong and i am thinking about my day,angry
sometimes i feel anxious while before an important exam and i am trying to stay present,anxious
lately i have been feeling annoyed while after a long and stressful day without any special reason today,angry
this evening i feel disappointed while sitting quietly after an argument and i am just breathing slowly,sad
inside i feel furious while when things keep going wrong and i am paying attention to my thoughts,angry
these days i feel worried while when i think about the future and i am just breathing slowly,anxious
right now i feel tense while before giving a presentation and i am writing it down in my journal,anxious
right now i feel mad while after a long and stressful day and i am taking a short break,angry
this morning i felt uneasy while before a job interview and i quietly accept this feeling,anxious
this morning i felt neutral while doing my daily routine without any special reason today,neutral
i know i am not alone when i say i often feel rushed,angry
lately i have been feeling lonely while sitting quietly after an argument and i am writing it down in my journal,sad
today i feel boiling inside while when people do not listen to me and i am trying to take care of myself,angry
inside i feel normal while getting ready for the day and i am trying to take care of myself,neutral
sometimes i feel neutral while sitting quietly on the sofa and i am just breathing slowly,neutral
inside i feel down while missing my friends and i am trying to stay present,sad
sometimes i feel heartbroken while walking home in the rain and i am writing it down in my journal,sad
this evening i feel stressed while before meeting new people and i am writing it down in my journal,anxious
lately i have been feeling thankful while talking with my friends and i am trying to take care of myself,happy
today i feel irritated while after a bad meeting at work and i am writing it down in my journal,angry
today i feel steady while coming back home from work without any special reason today,neutral
inside i feel excited while drinking tea in the evening and i am thinking about my day,happy
today i feel fine while walking to the shop and i am just breathing slowly,neutral
inside i feel happy while drinking tea in the evening while i am doing my normal tasks,happy
right now i feel boiling inside while after arguing with a friend and i am trying to take care of myself,angry
these days i feel upset while missing my friends while i am doing my normal tasks,sad
right now i feel steady while answering emails and i am trying to notice my mood,neutral
this morning i felt neutral while walking to the shop and i am writing it down in my journal,neutral
sometimes i feel restless while while checking my emails and i am just breathing slowly,anxious
inside i feel annoyed while after a bad meeting at work and i am taking a short break,angry
inside i feel tense while while checking my emails while i am doing my normal tasks,anxious
lately i have been feeling annoyed while when someone cuts me off in traffic and i am trying to take care of myself,angry
these days i feel neutral while sitting quietly on the sofa and i am just breathing slowly,neutral
right now i feel content while going out for dinner while i am doing my normal tasks,happy
right now i feel steady while answering emails and i am trying to take care of myself,neutral
this morning i felt fine while sitting quietly on the sofa and i am thinking about my day,neutral
inside i feel happy while spending time with my family and i am thinking about my day,happy
today i feel anxious while before meeting new people and i am taking a short break,anxious
today i feel frustrated while after a bad meeting at work and i am trying to stay present,angry
inside i feel proud while listening to my favourite music without any special reason today,happy
today i feel proud while finishing my work on time and i am trying to notice my mood,happy
right now i feel disappointed while looking at old photos and i am trying to notice my mood,sad
lately i have been feeling disappointed while missing my friends and i quietly accept this feeling,sad
i feel like an idiot for looking a bunch of keys that weren t there and i m getting frantic about nick not letting me in for forgetting my keys,anxious
right now i feel normal while organising my room while i am doing my normal tasks,neutral
sometimes i feel tense while before giving a presentation and i am taking a short break,anxious
this morning i felt content while going out for dinner and i am just breathing slowly,happy
sometimes i feel balanced while doing my usual work and i am trying to notice my mood,neutral
lately i have been feeling mad while after arguing with a friend and i am paying attention to my thoughts,angry
today i feel thankful while spending time with my family and i quietly accept this feeling,happy
inside i feel mad while when people do not listen to me after a long day,angry
today i feel nervous while while checking my emails and i am trying to stay present,anxious
lately i have been feeling irritated while when someone blames me for their mistake and i am trying to notice my mood,angry
sometimes i feel steady while organising my room and i am just breathing slowly,neutral
this morning i felt calm while cleaning the house and i quietly accept this feeling,neutral
this evening i feel glad while spending time with my family without any special reason today,happy
these days i feel excited while reading a good book while i am doing my normal tasks,happy
lately i have been feeling grateful while listening to my favourite music after a long day,happy
right now i feel anxious while when i see many tasks on my list without any special reason today,anxious
sometimes i feel calm while doing my usual work and i quietly accept this feeling,neutral
today i feel content while spending time with my family without any special reason today,happy
this morning i felt upset while scrolling through social media after a long day,sad
these days i feel furious while after arguing with a friend and i quietly accept this feeling,angry
this morning i felt neutral while doing my usual work and i am trying to take care of myself,neutral
this evening i feel neutral while walking to the shop and i am paying attention to my thoughts,neutral
right now i feel content while having a walk in the park and i am trying to notice my mood,happy
sometimes i feel boiling inside while when things keep going wrong and i am just breathing slowly,angry
today i feel fine while getting ready for the day while i am doing my normal tasks,neutral
these days i feel nervous while when i see many tasks on my list and i am trying to stay present,anxious
sometimes i feel restless while before giving a presentation after a long day,anxious
this evening i feel restless while when i see many tasks on my list and i am taking a short break,anxious
today i feel joyful while spending time with my family and i am trying to take care of myself,happy
today i feel heartbroken while walking home in the rain and i am trying to stay present,sad
lately i have been feeling disappointed while trying to sleep but failing and i am taking a short break,sad
lately i have been feeling glad while having a walk in the park after a long day,happy
lately i have been feeling glad while playing games with my siblings and i am thinking about my day,happy
inside i feel proud while playing games with my siblings while i am doing my normal tasks,happy
these days i feel excited while having a walk in the park and i am thinking about my day,happy
inside i feel thankful while listening to my favourite music and i am writing it down in my journal,happy
lately i have been feeling furious while after a bad meeting at work and i am just breathing slowly,angry
these days i feel worried while before meeting new people and i am thinking about my day,anxious
these days i feel frustrated while when my plans are cancelled last minute and i am trying to stay present,angry
this evening i feel worried while before giving a presentation and i quietly accept this feeling,anxious
this evening i feel frustrated while when my plans are cancelled last minute and i am paying attention to my thoughts,angry
today i feel happy while finishing my work on time and i am trying to notice my mood,happy
lately i have been feeling upset while scrolling through social media and i am trying to stay present,sad
today i feel glad while relaxing at home after a long day and i am thinking about my day,happy
i was feeling very unsure as to whether or not i should continue to blog at all,anxious
this evening i feel mad while when people do not listen to me after a long day,angry
today i feel drained while scrolling through social media while i am doing my normal tasks,sad
these days i feel unhappy while remembering old mistakes and i am writing it down in my journal,sad
this evening i feel normal while cleaning the house and i quietly accept this feeling,neutral
this evening i feel worried while before an important exam and i am taking a short break,anxious
sometimes i feel heartbroken while walking home in the rain and i am trying to take care of myself,sad
this morning i felt restless while while checking my emails and i am writing it down in my journal,anxious
sometimes i feel stressed while while waiting for a message while i am doing my normal tasks,anxious
right now i feel angry while when things keep going wrong and i am trying to take care of myself,angry
inside i feel restless while trying to fall asleep at night after a long day,anxious
this evening i feel sad while scrolling through social media and i am writing it down in my journal,sad
sometimes i feel frustrated while after reading rude comments online and i am writing it down in my journal,angry
inside i feel uneasy while trying to fall asleep at night and i am trying to take care of myself,anxious
these days i feel glad while drinking tea in the evening while i am doing my normal tasks,happy
lately i have been feeling content while playing games with my siblings and i am trying to take care of myself,happy
this morning i felt normal while walking to the shop without any special reason today,neutral
right now i feel joyful while listening to my favourite music and i quietly accept this feeling,happy
these days i feel joyful while having a walk in the park and i quietly accept this feeling,happy
sometimes i feel uneasy while when i see many tasks on my list and i am thinking about my day,anxious
lately i have been feeling nervous while trying to fall asleep at night and i am just breathing slowly,anxious
this evening i feel happy while drinking tea in the evening and i am thinking about my day,happy
sometimes i feel nervous while trying to fall asleep at night and i am writing it down in my journal,anxious
these days i feel thankful while listening to my favourite music without any special reason today,happy
today i feel tense while while checking my emails and i am trying to take care of myself,anxious
today i feel down while trying to sleep but failing and i am trying to stay present,sad
lately i have been feeling anxious while before an important exam and i am paying attention to my thoughts,anxious
lately i have been feeling excited while talking with my friends after a long day,happy
sometimes i feel down while looking at old photos and i am taking a short break,sad
i am still feeling some low energy and effects of stress,sad
this evening i feel mad while when my plans are cancelled last minute after a long day,angry
today i feel proud while finishing my work on time and i quietly accept this feeling,happy
right now i feel excited while going out for dinner and i am just breathing slowly,happy
i feel like life gave me a plenty of changes to shine and i pissed all over each and every one of them,angry
this morning i felt fine while answering emails and i am just breathing slowly,neutral
these days i feel calm while cleaning the house and i am trying to notice my mood,neutral
sometimes i feel fine while walking to the shop and i am trying to notice my mood,neutral
sometimes i feel stressed while before a job interview and i quietly accept this feeling,anxious
already i watched tv in the evening at the office,neutral
right now i feel content while relaxing at home after a long day and i am writing it down in my journal,happy
im feeling a bit lonely without comments to respond to c,sad
inside i feel neutral while sitting quietly on the sofa and i quietly accept this feeling,neutral
i am not just why i feel the need to share this experience with the world maybe its sure that now that its over its actually pretty funny,anxious
right now i feel anxious while while waiting for a message and i am thinking about my day,anxious
today i feel balanced while doing my daily routine and i am trying to notice my mood,neutral
these days i feel disappointed while being alone in my room and i am trying to take care of myself,sad
already i read a book this afternoon at the office,neutral
lately i have been feeling uneasy while when i see many tasks on my list and i am trying to take care of myself,anxious
this morning i felt neutral while coming back home from work and i am paying attention to my thoughts,neutral
these days i feel sad while missing my friends and i am trying to stay present,sad
i asked darren about it when curious got home as i was feeling a bit he even though it didnt really matter and it was really none of my business,anxious
today i feel calm while doing my usual work and i am trying to take care of myself,neutral
sometimes i feel proud while relaxing at home after a long day after a long day,happy
these days i feel thankful while relaxing at home after a long day and i am thinking about my day,happy
sometimes i feel irritated while when things keep going wrong without any special reason today,angry
inside i feel balanced while doing my usual work and i am trying to stay present,neutral
today i feel normal while doing my daily routine after a long day,neutral
these days i feel restless while when i think about the future while i am doing my normal tasks,anxious
these days i feel normal while answering emails and i am trying to take care of myself,neutral
lately i have been feeling boiling inside while after reading rude comments online and i am just breathing slowly,angry
these days i feel angry while when things keep going wrong and i am trying to stay present,angry
these days i feel lonely while remembering old mistakes and i am trying to stay present,sad
this evening i feel anxious while before giving a presentation and i am trying to stay present,anxious
inside i feel sad while remembering old mistakes and i am trying to take care of myself,sad
inside i feel worried while trying to fall asleep at night after a long day,anxious
lately i have been feeling balanced while doing my daily routine while i am doing my normal tasks,neutral
this evening i feel excited while listening to my favourite music and i am trying to notice my mood,happy
i remember feeling surprised and stunned that a writer of the stature and quality of lauren had read one of my books long ago,anxious
these days i feel fine while cleaning the house and i am taking a short break,neutral
sometimes i feel anxious while before giving a presentation and i am just breathing slowly,anxious
this evening i feel boiling inside while after reading rude comments online and i am taking a short break,angry
right now i feel angry while after reading rude comments online and i am trying to stay present,angry
lately i have been feeling unhappy while scrolling through social media while i am doing my normal tasks,sad
right now i feel fine while getting ready for the day and i am trying to take care of myself,neutral
this morning i felt thankful while listening to my favourite music and i am paying attention to my thoughts,happy
this evening i feel stressed while while waiting for a message and i am taking a short break,anxious
right now i feel angry while after reading rude comments online while i am doing my normal tasks,angry
lately i have been feeling sad while scrolling through social media and i am trying to stay present,sad
these days i feel heartbroken while sitting quietly after an argument and i am thinking about my day,sad
ill smoke a few cigarettes because im feeling a little nervous,anxious
this morning i felt lonely while thinking about my problems without any special reason today,sad
today i feel unhappy while being alone in my room and i am taking a short break,sad
lately i have been feeling worried while trying to fall asleep at night and i am trying to take care of myself,anxious
this evening i feel mad while after a long and stressful day while i am doing my normal tasks,angry
these days i feel restless while trying to fall asleep at night and i am thinking about my day,anxious
right now i feel down while thinking about my problems without any special reason today,sad
lately i have been feeling upset while being alone in my room and i am trying to take care of myself,sad
lately i have been feeling sad while trying to sleep but failing and i am trying to stay present,sad
this morning i felt happy while playing games with my siblings and i am writing it down in my journal,happy
i feel that there s sometimes a danger of companies adding too much free stuff and slitting their own throats,happy
this morning i felt stressed while before an important exam and i am trying to take care of myself,anxious
right now i feel heartbroken while sitting quietly after an argument after a long day,sad
this morning i felt irritated while after reading rude comments online while i am doing my normal tasks,angry
lately i have been feeling excited while going out for dinner without any special reason today,happy
im feeling a bit dazed and out of sorts like someone needs to poke me to really wake me up,anxious
these days i feel calm while organising my room after a long day,neutral
lately i have been feeling thankful while having a walk in the park and i am just breathing slowly,happy
today i feel drained while looking at old photos and i am trying to notice my mood,sad
sometimes i feel sad while thinking about my problems and i am taking a short break,sad
these days i feel anxious while waiting for test results and i am just breathing slowly,anxious
today i feel grateful while reading a good book and i quietly accept this feeling,happy
this evening i feel uneasy while while waiting for a message while i am doing my normal tasks,anxious
these days i feel annoyed while after arguing with a friend while i am doing my normal tasks,angry
lately i have been feeling angry while when someone cuts me off in traffic and i quietly accept this feeling,angry
this evening i feel fine while walking to the shop while i am doing my normal tasks,neutral
right now i feel tense while when i think about the future and i am paying attention to my thoughts,anxious
i feel indecisive on whether or not i feel the book huckleberry finn should be censored,anxious
this morning i felt angry while after arguing with a friend and i am paying attention to my thoughts,angry
right now i feel disappointed while being alone in my room and i am thinking about my day,sad
this evening i feel furious while after a long and stressful day and i am trying to stay present,angry
this morning i felt glad while spending time with my family and i am trying to stay present,happy
today i feel joyful while finishing my work on time and i am paying attention to my thoughts,happy
also i went to the store today at the office,neutral
today i feel glad while playing games with my siblings without any special reason today,happy
this evening i feel mad while after a long and stressful day and i am trying to notice my mood,angry
these days i feel irritated while when someone blames me for their mistake and i am trying to take care of myself,angry
this morning i felt content while finishing my work on time and i am thinking about my day,happy
these days i feel proud while reading a good book and i am writing it down in my journal,happy
this evening i feel furious while when my plans are cancelled last minute without any special reason today,angry
inside i feel frustrated while after reading rude comments online and i am thinking about my day,angry
inside i feel anxious while before an important exam and i am taking a short break,anxious
lately i have been feeling fine while doing my usual work and i am trying to take care of myself,neutral
inside i feel boiling inside while after arguing with a friend and i am taking a short break,angry
lately i have been feeling fine while doing my usual work and i quietly accept this feeling,neutral
lately i have been feeling heartbroken while trying to sleep but failing and i am trying to notice my mood,sad
this evening i feel fine while coming back home from work and i quietly accept this feeling,neutral
inside i feel worried while before a job interview and i am trying to notice my mood,anxious
this morning i felt content while finishing my work on time and i am trying to stay present,happy
inside i feel restless while when i see many tasks on my list and i am writing it down in my journal,anxious
right now i feel tense while when i think about the future and i am paying attention to my thoughts,anxious
inside i feel tense while before a job interview and i am trying to take care of myself,anxious
sometimes i feel normal while sitting quietly on the sofa and i quietly accept this feeling,neutral
inside i feel tense while before a job interview and i am paying attention to my thoughts,anxious
sometimes i feel excited while having a walk in the park and i am thinking about my day,happy
this morning i felt mad while when people do not listen to me and i am thinking about my day,angry
inside i feel boiling inside while after a bad meeting at work and i am trying to notice my mood,angry
lately i have been feeling content while drinking tea in the evening after a long day,happy
inside i feel heartbroken while sitting quietly after an argument and i am trying to take care of myself,sad
this evening i feel boiling inside while after waiting in a long line and i am thinking about my day,angry
these days i feel angry while when someone blames me for their mistake without any special reason today,angry
this evening i feel upset while remembering old mistakes and i am trying to take care of myself,sad
this morning i felt furious while after a long and stressful day and i am paying attention to my thoughts,angry
right now i feel okay while walking to the shop and i am just breathing slowly,neutral
today i feel glad while having a walk in the park and i am trying to stay present,happy
i feel her frustration when i see those ugly numbers and i feel her pain when an infusion site i insert into her body causes her to wince in pain,sad
this evening i feel restless while before giving a presentation without any special reason today,anxious
i realised something was wrong when i started to feel everyone hated me and was saying things about me and only wanted to talk to me because they pitied me,angry
these days i feel normal while cooking a simple meal and i am just breathing slowly,neutral
right now i feel upset while trying to sleep but failing and i am paying attention to my thoughts,sad
this evening i feel joyful while relaxing at home after a long day and i quietly accept this feeling,happy
lately i have been feeling boiling inside while when someone cuts me off in traffic and i am writing it down in my journal,angry
this evening i feel nervous while when i think about the future while i am doing my normal tasks,anxious
right now i feel neutral while answering emails and i am trying to stay present,neutral
right now i feel normal while answering emails and i am writing it down in my journal,neutral
lately i have been feeling excited while relaxing at home after a long day and i am thinking about my day,happy
i feel lame sitting at home reading if there was wind outside,sad
right now i feel proud while reading a good book and i quietly accept this feeling,happy
today i feel uneasy while before meeting new people and i am thinking about my day,anxious
lately i have been feeling irritated while when someone cuts me off in traffic and i am trying to take care of myself,angry
inside i feel on edge while while checking my emails without any special reason today,anxious
this morning i felt grateful while listening to my favourite music and i am just breathing slowly,happy
sometimes i feel excited while going out for dinner and i am trying to take care of myself,happy
inside i feel stressed while when i see many tasks on my list and i am trying to stay present,anxious
sometimes i feel balanced while answering emails after a long day,neutral
right now i feel okay while coming back home from work and i am thinking about my day,neutral
right now i feel unhappy while remembering old mistakes and i am taking a short break,sad
this morning i felt frustrated while after waiting in a long line and i quietly accept this feeling,angry
inside i feel drained while remembering old mistakes after a long day,sad
this evening i feel stressed while before giving a presentation without any special reason today,anxious
this morning i felt unhappy while trying to sleep but failing and i am paying attention to my thoughts,sad
today i feel mad while when my plans are cancelled last minute and i quietly accept this feeling,angry
lately i have been feeling drained while scrolling through social media and i am just breathing slowly,sad
inside i feel boiling inside while after reading rude comments online without any special reason today,angry
these days i feel nervous while while waiting for a message without any special reason today,anxious
this evening i feel worried while when i see many tasks on my list while i am doing my normal tasks,anxious
sometimes i feel okay while answering emails and i am just breathing slowly,neutral
this morning i felt anxious while trying to fall asleep at night and i am thinking about my day,anxious
sometimes i feel normal while getting ready for the day while i am doing my normal tasks,neutral
lately i have been feeling unhappy while thinking about my problems and i am just breathing slowly,sad
sometimes i feel sad while walking home in the rain and i am trying to notice my mood,sad
right now i feel disappointed while thinking about my problems and i quietly accept this feeling,sad
i honestly hoped for you to wake up one day feeling terrible crying blood whatever,sad
these days i feel fine while cooking a simple meal and i am trying to stay present,neutral
this morning i felt heartbroken while missing my friends and i am paying attention to my thoughts,sad
this evening i feel annoyed while after a bad meeting at work without any special reason today,angry
inside i feel glad while spending time with my family and i quietly accept this feeling,happy
inside i feel mad while when people do not listen to me without any special reason today,angry
this evening i feel furious while after arguing with a friend and i am thinking about my day,angry
today i feel normal while coming back home from work while i am doing my normal tasks,neutral
these days i feel annoyed while after waiting in a long line and i am trying to notice my mood,angry
right now i feel mad while after waiting in a long line and i am writing it down in my journal,angry
lately i have been feeling happy while drinking tea in the evening and i am trying to stay present,happy
inside i feel steady while coming back home from work and i am just breathing slowly,neutral
this evening i feel boiling inside while when my plans are cancelled last minute without any special reason today,angry
